unit;old_unit;Experiment;Treatment;Species;Genotype;G..Alias;Replicates;Genotype_Trt;;;;10/10/2023 09:56;10/10/2023 14:34;11/10/2023 12:28;11/10/2023 14:28;12/10/2023 10:32;12/10/2023 14:38;13/10/2023 10:02;13/10/2023 14:33;17/10/2023 15:13;18/10/2023 08:30;18/10/2023 14:48;19/10/2023 07:55;19/10/2023 14:38;20/10/2023 10:51;21/10/2023 08:13;21/10/2023 15:21
159:07:01;159:07:01;Exp60;WW_R1;Sorghum;Exp60_183_IS21854;Exp60_183_IS21854;1;Exp60_183_IS21854_WW_R1;20/10/2023 10:51;360.69;;;;;;;;;;;;;;;;;
159:07:02;159:07:02;Exp60;WW_R1;Sorghum;Exp60_248_IS28389;Exp60_248_IS28389;1;Exp60_248_IS28389_WW_R1;20/10/2023 10:51;25947.3;;;;;;;;;;;;;;;;;
159:08:01;159:08:01;Exp60;WW_R1;Sorghum;Exp60_99_IS13827;Exp60_99_IS13827;1;Exp60_99_IS13827_WW_R1;20/10/2023 10:51;36936.5;;;;;;;;;;;;;;;;;
159:08:02;159:08:02;Exp60;WW_R1;Sorghum;Exp60_1_IS13;Exp60_1_IS13;1;Exp60_1_IS13_WW_R1;20/10/2023 10:51;37951.5;;;;;;;;;;;;;;;;;
159:09:01;159:09:01;Exp60;WW_R1;Sorghum;Exp60_63_IS7861;Exp60_63_IS7861;1;Exp60_63_IS7861_WW_R1;20/10/2023 10:51;19220.9;;;;;;;;;;;;;;;;;
159:09:02;159:09:02;Exp60;WW_R1;Sorghum;Exp60_290_IS32092;Exp60_290_IS32092;1;Exp60_290_IS32092_WW_R1;20/10/2023 10:51;50568.3;;;;;;;;;;;;;;;;;
159:10:01;159:10:01;Exp60;WW_R1;Sorghum;Exp60_85_IS10897;Exp60_85_IS10897;1;Exp60_85_IS10897_WW_R1;20/10/2023 10:51;59328.1;;;;;;;;;;;;;;;;;
159:10:02;159:10:02;Exp60;WW_R1;Sorghum;Exp60_147_IS19132;Exp60_147_IS19132;1;Exp60_147_IS19132_WW_R1;20/10/2023 10:51;28149.8;;;;;;;;;;;;;;;;;
159:11:01;159:11:01;Exp60;WW_R1;Sorghum;Exp60_192_IS22325;Exp60_192_IS22325;1;Exp60_192_IS22325_WW_R1;20/10/2023 10:51;49446.5;;;;;;;;;;;;;;;;;
159:11:02;159:11:02;Exp60;WW_R1;Sorghum;Exp60_258_IS29606;Exp60_258_IS29606;1;Exp60_258_IS29606_WW_R1;20/10/2023 10:51;53726.8;;;;;;;;;;;;;;;;;
159:12:01;159:12:01;Exp60;WW_R1;Sorghum;Exp60_218_IS24072;Exp60_218_IS24072;1;Exp60_218_IS24072_WW_R1;20/10/2023 10:51;67014.1;;;;;;;;;;;;;;;;;
159:12:02;159:12:02;Exp60;WW_R1;Sorghum;Exp60_320_SSM379;Exp60_320_SSM379;1;Exp60_320_SSM379_WW_R1;20/10/2023 10:51;59936.3;;;;;;;;;;;;;;;;;
160:01:01;160:01:01;Exp60;WW_R1;Sorghum;Exp60_231_IS25596;Exp60_231_IS25596;1;Exp60_231_IS25596_WW_R1;20/10/2023 10:51;27938.6;;;;;;;;;;;;;;;;;
160:01:02;160:01:02;Exp60;WW_R1;Sorghum;Exp60_313_SSM19;Exp60_313_SSM19;1;Exp60_313_SSM19_WW_R1;20/10/2023 10:51;58087.7;;;;;;;;;;;;;;;;;
160:02:01;160:02:01;Exp60;WW_R1;Sorghum;Exp60_87_IS10978;Exp60_87_IS10978;1;Exp60_87_IS10978_WW_R1;20/10/2023 10:51;61385.1;;;;;;;;;;;;;;;;;
160:02:02;160:02:02;Exp60;WW_R1;Sorghum;Exp60_124_IS15526;Exp60_124_IS15526;1;Exp60_124_IS15526_WW_R1;20/10/2023 10:51;26069.5;;;;;;;;;;;;;;;;;
160:03:01;160:03:01;Exp60;WW_R1;Sorghum;Exp60_195_IS22506;Exp60_195_IS22506;1;Exp60_195_IS22506_WW_R1;20/10/2023 10:51;65521.5;;;;;;;;;;;;;;;;;
160:03:02;160:03:02;Exp60;WW_R1;Sorghum;Exp60_39_IS3971;Exp60_39_IS3971;1;Exp60_39_IS3971_WW_R1;20/10/2023 10:51;26265.6;;;;;;;;;;;;;;;;;
160:04:01;160:04:01;Exp60;WW_R1;Sorghum;Exp60_268_IS30405;Exp60_268_IS30405;1;Exp60_268_IS30405_WW_R1;20/10/2023 10:51;54791.6;;;;;;;;;;;;;;;;;
160:04:02;160:04:02;Exp60;WW_R1;Sorghum;Exp60_40_IS4027;Exp60_40_IS4027;1;Exp60_40_IS4027_WW_R1;20/10/2023 10:51;33230.9;;;;;;;;;;;;;;;;;
160:05:01;160:05:01;Exp60;WW_R2;Sorghum;Exp60_216_IS23988;Exp60_216_IS23988;2;Exp60_216_IS23988_WW_R2;20/10/2023 10:51;63229.8;;;;;;;;;;;;;;;;;
160:05:02;160:05:02;Exp60;WW_R2;Sorghum;Exp60_246_IS27791;Exp60_246_IS27791;2;Exp60_246_IS27791_WW_R2;20/10/2023 10:51;18098.8;;;;;;;;;;;;;;;;;
160:06:01;160:06:01;Exp60;WW_R2;Sorghum;Exp60_291_IS32234;Exp60_291_IS32234;2;Exp60_291_IS32234_WW_R2;20/10/2023 10:51;61157.4;;;;;;;;;;;;;;;;;
160:06:02;160:06:02;Exp60;WW_R2;Sorghum;Exp60_64_IS7889;Exp60_64_IS7889;2;Exp60_64_IS7889_WW_R2;20/10/2023 10:51;46456.7;;;;;;;;;;;;;;;;;
160:07:01;160:07:01;Exp60;WW_R2;Sorghum;Exp60_170_IS20749;Exp60_170_IS20749;2;Exp60_170_IS20749_WW_R2;20/10/2023 10:51;73471.2;;;;;;;;;;;;;;;;;
160:07:02;160:07:02;Exp60;WW_R2;Sorghum;Exp60_260_IS29691;Exp60_260_IS29691;2;Exp60_260_IS29691_WW_R2;20/10/2023 10:51;32170.4;;;;;;;;;;;;;;;;;
160:08:01;160:08:01;Exp60;WW_R2;Sorghum;Exp60_241_IS27164;Exp60_241_IS27164;2;Exp60_241_IS27164_WW_R2;20/10/2023 10:51;76984.1;;;;;;;;;;;;;;;;;
160:08:02;160:08:02;Exp60;WW_R2;Sorghum;Exp60_101_IS13926;Exp60_101_IS13926;2;Exp60_101_IS13926_WW_R2;20/10/2023 10:51;42813.3;;;;;;;;;;;;;;;;;
160:09:01;160:09:01;Exp60;WW_R2;Sorghum;Exp60_56_IS6351;Exp60_56_IS6351;2;Exp60_56_IS6351_WW_R2;20/10/2023 10:51;53504.9;;;;;;;;;;;;;;;;;
160:09:02;160:09:02;Exp60;WW_R2;Sorghum;Exp60_319_SSM29;Exp60_319_SSM29;2;Exp60_319_SSM29_WW_R2;20/10/2023 10:51;56560.4;;;;;;;;;;;;;;;;;
160:10:01;160:10:01;Exp60;WW_R2;Sorghum;Exp60_228_IS25207;Exp60_228_IS25207;2;Exp60_228_IS25207_WW_R2;20/10/2023 10:51;40270.4;;;;;;;;;;;;;;;;;
160:10:02;160:10:02;Exp60;WW_R2;Sorghum;Exp60_148_IS19418;Exp60_148_IS19418;2;Exp60_148_IS19418_WW_R2;20/10/2023 10:51;41360.5;;;;;;;;;;;;;;;;;
160:11:01;160:11:01;Exp60;WW_R2;Sorghum;Exp60_136_IS18829;Exp60_136_IS18829;2;Exp60_136_IS18829_WW_R2;20/10/2023 10:51;84265.3;;;;;;;;;;;;;;;;;
160:11:02;160:11:02;Exp60;WW_R2;Sorghum;Exp60_97_IS13452;Exp60_97_IS13452;2;Exp60_97_IS13452_WW_R2;20/10/2023 10:51;106492;;;;;;;;;;;;;;;;;
160:12:01;160:12:01;Exp60;WW_R2;Sorghum;Exp60_301_IS36633;Exp60_301_IS36633;2;Exp60_301_IS36633_WW_R2;20/10/2023 10:51;33988.4;;;;;;;;;;;;;;;;;
160:12:02;160:12:02;Exp60;WW_R2;Sorghum;Exp60_293_IS32569;Exp60_293_IS32569;2;Exp60_293_IS32569_WW_R2;20/10/2023 10:51;27783.5;;;;;;;;;;;;;;;;;
157:01:01;157:01:01;Exp60;WW_R1;Sorghum;Exp60_229_IS25301;Exp60_229_IS25301;1;Exp60_229_IS25301_WW_R1;20/10/2023 10:53;59255.1;;;;;;;;;;;;;;;;;
157:01:02;157:01:02;Exp60;WW_R1;Sorghum;Exp60_166_IS20713;Exp60_166_IS20713;1;Exp60_166_IS20713_WW_R1;20/10/2023 10:53;55624.9;;;;;;;;;;;;;;;;;
157:02:01;157:02:01;Exp60;WW_R1;Sorghum;Exp60_100_IS13845;Exp60_100_IS13845;1;Exp60_100_IS13845_WW_R1;20/10/2023 10:53;48265.1;;;;;;;;;;;;;;;;;
157:02:02;157:02:02;Exp60;WW_R1;Sorghum;Exp60_4_IS602;Exp60_4_IS602;1;Exp60_4_IS602_WW_R1;20/10/2023 10:53;57250.2;;;;;;;;;;;;;;;;;
157:03:01;157:03:01;Exp60;WW_R1;Sorghum;Exp60_37_IS3905;Exp60_37_IS3905;1;Exp60_37_IS3905_WW_R1;20/10/2023 10:53;81688.7;;;;;;;;;;;;;;;;;
157:03:02;157:03:02;Exp60;WW_R1;Sorghum;Exp60_24_IS2873;Exp60_24_IS2873;1;Exp60_24_IS2873_WW_R1;20/10/2023 10:53;30188.6;;;;;;;;;;;;;;;;;
157:04:01;157:04:01;Exp60;WW_R1;Sorghum;Exp60_28_IS3147;Exp60_28_IS3147;1;Exp60_28_IS3147_WW_R1;20/10/2023 10:53;92522.7;;;;;;;;;;;;;;;;;
157:04:02;157:04:02;Exp60;WW_R1;Sorghum;Exp60_34_IS3675;Exp60_34_IS3675;1;Exp60_34_IS3675_WW_R1;20/10/2023 10:53;31258.6;;;;;;;;;;;;;;;;;
157:05:01;157:05:01;Exp60;WW_R1;Sorghum;Exp60_305_SSM1049;Exp60_305_SSM1049;1;Exp60_305_SSM1049_WW_R1;20/10/2023 10:53;82305.4;;;;;;;;;;;;;;;;;
157:05:02;157:05:02;Exp60;WW_R1;Sorghum;Exp60_205_IS23166;Exp60_205_IS23166;1;Exp60_205_IS23166_WW_R1;20/10/2023 10:53;51837.9;;;;;;;;;;;;;;;;;
157:06:01;157:06:01;Exp60;WW_R1;Sorghum;Exp60_227_IS25055;Exp60_227_IS25055;1;Exp60_227_IS25055_WW_R1;20/10/2023 10:53;59515;;;;;;;;;;;;;;;;;
157:06:02;157:06:02;Exp60;WW_R1;Sorghum;Exp60_286_IS31693;Exp60_286_IS31693;1;Exp60_286_IS31693_WW_R1;20/10/2023 10:53;59608.3;;;;;;;;;;;;;;;;;
157:07:01;157:07:01;Exp60;WW_R1;Sorghum;Exp60_225_IS24940;Exp60_225_IS24940;1;Exp60_225_IS24940_WW_R1;20/10/2023 10:53;91563.7;;;;;;;;;;;;;;;;;
157:07:02;157:07:02;Exp60;WW_R1;Sorghum;Exp60_202_IS23053;Exp60_202_IS23053;1;Exp60_202_IS23053_WW_R1;20/10/2023 10:53;69061.3;;;;;;;;;;;;;;;;;
157:08:01;157:08:01;Exp60;WW_R1;Sorghum;Exp60_159_IS20387;Exp60_159_IS20387;1;Exp60_159_IS20387_WW_R1;20/10/2023 10:53;42585.8;;;;;;;;;;;;;;;;;
157:08:02;157:08:02;Exp60;WW_R1;Sorghum;Exp60_306_SSM1057;Exp60_306_SSM1057;1;Exp60_306_SSM1057_WW_R1;20/10/2023 10:53;42785;;;;;;;;;;;;;;;;;
157:09:01;157:09:01;Exp60;WW_R1;Sorghum;Exp60_83_IS10876;Exp60_83_IS10876;1;Exp60_83_IS10876_WW_R1;20/10/2023 10:53;67163.8;;;;;;;;;;;;;;;;;
157:09:02;157:09:02;Exp60;WW_R1;Sorghum;Exp60_235_IS25910;Exp60_235_IS25910;1;Exp60_235_IS25910_WW_R1;20/10/2023 10:53;66362.3;;;;;;;;;;;;;;;;;
157:10:01;157:10:01;Exp60;WW_R1;Sorghum;Exp60_281_IS31202;Exp60_281_IS31202;1;Exp60_281_IS31202_WW_R1;20/10/2023 10:53;67945.8;;;;;;;;;;;;;;;;;
157:10:02;157:10:02;Exp60;WW_R1;Sorghum;Exp60_224_IS24913;Exp60_224_IS24913;1;Exp60_224_IS24913_WW_R1;20/10/2023 10:53;81438.2;;;;;;;;;;;;;;;;;
157:11:01;157:11:01;Exp60;WW_R1;Sorghum;Exp60_219_IS24083;Exp60_219_IS24083;1;Exp60_219_IS24083_WW_R1;20/10/2023 10:53;61110.9;;;;;;;;;;;;;;;;;
157:11:02;157:11:02;Exp60;WW_R1;Sorghum;Exp60_157_IS20205;Exp60_157_IS20205;1;Exp60_157_IS20205_WW_R1;20/10/2023 10:53;9922.79;;;;;;;;;;;;;;;;;
157:12:01;157:12:01;Exp60;WW_R1;Sorghum;Exp60_18_IS2730;Exp60_18_IS2730;1;Exp60_18_IS2730_WW_R1;20/10/2023 10:53;106737;;;;;;;;;;;;;;;;;
157:12:02;157:12:02;Exp60;WW_R1;Sorghum;Exp60_265_IS29966;Exp60_265_IS29966;1;Exp60_265_IS29966_WW_R1;20/10/2023 10:53;56547.4;;;;;;;;;;;;;;;;;
28:01:01;28:01:01;Exp60;WW_R1;Sorghum;Exp60_21_IS2814;Exp60_21_IS2814;1;Exp60_21_IS2814_WW_R1;20/10/2023 14:14;85600;;;;;;;;;;;;;;;;;
28:01:02;28:01:02;Exp60;WW_R1;Sorghum;Exp60_128_IS16173;Exp60_128_IS16173;1;Exp60_128_IS16173_WW_R1;20/10/2023 14:14;58093.4;;;;;;;;;;;;;;;;;
28:02:01;28:02:01;Exp60;WW_R1;Sorghum;Exp60_64_IS7889;Exp60_64_IS7889;1;Exp60_64_IS7889_WW_R1;20/10/2023 14:14;105627;;;;;;;;;;;;;;;;;
28:02:02;28:02:02;Exp60;WW_R1;Sorghum;Exp60_273_IS30451;Exp60_273_IS30451;1;Exp60_273_IS30451_WW_R1;20/10/2023 14:14;24994.8;;;;;;;;;;;;;;;;;
28:03:01;28:03:01;Exp60;WW_R1;Sorghum;Exp60_180_IS21519;Exp60_180_IS21519;1;Exp60_180_IS21519_WW_R1;20/10/2023 14:14;80299.3;;;;;;;;;;;;;;;;;
28:03:02;28:03:02;Exp60;WW_R1;Sorghum;Exp60_298_IS33261;Exp60_298_IS33261;1;Exp60_298_IS33261_WW_R1;20/10/2023 14:14;10680.3;;;;;;;;;;;;;;;;;
28:04:01;28:04:01;Exp60;WW_R1;Sorghum;Exp60_52_IS5910;Exp60_52_IS5910;1;Exp60_52_IS5910_WW_R1;20/10/2023 14:14;100157;;;;;;;;;;;;;;;;;
28:04:02;28:04:02;Exp60;WW_R1;Sorghum;Exp60_104_IS14216;Exp60_104_IS14216;1;Exp60_104_IS14216_WW_R1;20/10/2023 14:14;28533.4;;;;;;;;;;;;;;;;;
28:05:01;28:05:01;Exp60;WW_R1;Sorghum;Exp60_74_IS9527;Exp60_74_IS9527;1;Exp60_74_IS9527_WW_R1;20/10/2023 14:14;87497.4;;;;;;;;;;;;;;;;;
28:05:02;28:05:02;Exp60;WW_R1;Sorghum;Exp60_106_IS14276;Exp60_106_IS14276;1;Exp60_106_IS14276_WW_R1;20/10/2023 14:14;65470.2;;;;;;;;;;;;;;;;;
28:06:01;28:06:01;Exp60;WW_R1;Sorghum;Exp60_308_SSM1123;Exp60_308_SSM1123;1;Exp60_308_SSM1123_WW_R1;20/10/2023 14:14;66150.5;;;;;;;;;;;;;;;;;
28:06:02;28:06:02;Exp60;WW_R1;Sorghum;Exp60_301_IS36633;Exp60_301_IS36633;1;Exp60_301_IS36633_WW_R1;20/10/2023 14:14;25566.7;;;;;;;;;;;;;;;;;
28:07:01;28:07:01;Exp60;WW_R1;Sorghum;Exp60_41_IS4035;Exp60_41_IS4035;1;Exp60_41_IS4035_WW_R1;20/10/2023 14:14;39624.3;;;;;;;;;;;;;;;;;
28:07:02;28:07:02;Exp60;WW_R1;Sorghum;Exp60_136_IS18829;Exp60_136_IS18829;1;Exp60_136_IS18829_WW_R1;20/10/2023 14:14;45597.9;;;;;;;;;;;;;;;;;
28:08:01;28:08:01;Exp60;WW_R1;Sorghum;Exp60_319_SSM29;Exp60_319_SSM29;1;Exp60_319_SSM29_WW_R1;20/10/2023 14:14;76408.2;;;;;;;;;;;;;;;;;
28:08:02;28:08:02;Exp60;WW_R1;Sorghum;Exp60_135_IS18800;Exp60_135_IS18800;1;Exp60_135_IS18800_WW_R1;20/10/2023 14:14;66789.3;;;;;;;;;;;;;;;;;
28:09:01;28:09:01;Exp60;WW_R1;Sorghum;Exp60_20_IS2807;Exp60_20_IS2807;1;Exp60_20_IS2807_WW_R1;20/10/2023 14:14;67084.8;;;;;;;;;;;;;;;;;
28:09:02;28:09:02;Exp60;WW_R1;Sorghum;Exp60_173_IS20782;Exp60_173_IS20782;1;Exp60_173_IS20782_WW_R1;20/10/2023 14:14;31080.2;;;;;;;;;;;;;;;;;
28:10:01;28:10:01;Exp60;WW_R1;Sorghum;Exp60_114_IS14478;Exp60_114_IS14478;1;Exp60_114_IS14478_WW_R1;20/10/2023 14:14;61421.8;;;;;;;;;;;;;;;;;
28:10:02;28:10:02;Exp60;WW_R1;Sorghum;Exp60_318_SSM276;Exp60_318_SSM276;1;Exp60_318_SSM276_WW_R1;20/10/2023 14:14;42913.2;;;;;;;;;;;;;;;;;
28:11:01;28:11:01;Exp60;WW_R1;Sorghum;Exp60_188_IS22282;Exp60_188_IS22282;1;Exp60_188_IS22282_WW_R1;20/10/2023 14:14;55928;;;;;;;;;;;;;;;;;
28:11:02;28:11:02;Exp60;WW_R1;Sorghum;Exp60_259_IS29638;Exp60_259_IS29638;1;Exp60_259_IS29638_WW_R1;20/10/2023 14:14;54387.8;;;;;;;;;;;;;;;;;
28:12:01;28:12:01;Exp60;WW_R1;Sorghum;Exp60_279_IS31179;Exp60_279_IS31179;1;Exp60_279_IS31179_WW_R1;20/10/2023 14:14;28800.5;;;;;;;;;;;;;;;;;
28:12:02;28:12:02;Exp60;WW_R1;Sorghum;Exp60_127_IS16125;Exp60_127_IS16125;1;Exp60_127_IS16125_WW_R1;20/10/2023 14:14;4109.07;;;;;;;;;;;;;;;;;
29:01:01;29:01:01;Exp60;WW_R1;Sorghum;Exp60_317_SSM275;Exp60_317_SSM275;1;Exp60_317_SSM275_WW_R1;20/10/2023 14:15;5991.22;;;;;;;;;;;;;;;;;
29:01:02;29:01:02;Exp60;WW_R1;Sorghum;Exp60_59_IS6745;Exp60_59_IS6745;1;Exp60_59_IS6745_WW_R1;20/10/2023 14:15;38452.7;;;;;;;;;;;;;;;;;
29:02:01;29:02:01;Exp60;WW_R1;Sorghum;Exp60_177_IS21126;Exp60_177_IS21126;1;Exp60_177_IS21126_WW_R1;20/10/2023 14:15;34627.5;;;;;;;;;;;;;;;;;
29:02:02;29:02:02;Exp60;WW_R1;Sorghum;Exp60_32_IS3583;Exp60_32_IS3583;1;Exp60_32_IS3583_WW_R1;20/10/2023 14:15;60688.3;;;;;;;;;;;;;;;;;
29:03:01;29:03:01;Exp60;WW_R1;Sorghum;Exp60_80_IS9911;Exp60_80_IS9911;1;Exp60_80_IS9911_WW_R1;20/10/2023 14:15;63503.1;;;;;;;;;;;;;;;;;
29:03:02;29:03:02;Exp60;WW_R1;Sorghum;Exp60_314_SSM205;Exp60_314_SSM205;1;Exp60_314_SSM205_WW_R1;20/10/2023 14:15;35484.8;;;;;;;;;;;;;;;;;
29:04:01;29:04:01;Exp60;WW_R1;Sorghum;Exp60_33_IS3672;Exp60_33_IS3672;1;Exp60_33_IS3672_WW_R1;20/10/2023 14:15;4652.01;;;;;;;;;;;;;;;;;
29:04:02;29:04:02;Exp60;WW_R1;Sorghum;Exp60_294_IS32986;Exp60_294_IS32986;1;Exp60_294_IS32986_WW_R1;20/10/2023 14:15;44105;;;;;;;;;;;;;;;;;
29:05:01;29:05:01;Exp60;WW_R1;Sorghum;Exp60_230_IS25442;Exp60_230_IS25442;1;Exp60_230_IS25442_WW_R1;20/10/2023 14:15;71631.8;;;;;;;;;;;;;;;;;
29:05:02;29:05:02;Exp60;WW_R1;Sorghum;Exp60_69_IS8685;Exp60_69_IS8685;1;Exp60_69_IS8685_WW_R1;20/10/2023 14:15;21895.6;;;;;;;;;;;;;;;;;
29:06:01;29:06:01;Exp60;WW_R1;Sorghum;Exp60_15_IS2416;Exp60_15_IS2416;1;Exp60_15_IS2416_WW_R1;20/10/2023 14:15;14286.7;;;;;;;;;;;;;;;;;
29:06:02;29:06:02;Exp60;WW_R1;Sorghum;Exp60_175_IS20842;Exp60_175_IS20842;1;Exp60_175_IS20842_WW_R1;20/10/2023 14:15;46426.3;;;;;;;;;;;;;;;;;
29:07:01;29:07:01;Exp60;WW_R1;Sorghum;Exp60_256_IS29496;Exp60_256_IS29496;1;Exp60_256_IS29496_WW_R1;20/10/2023 14:15;51726.4;;;;;;;;;;;;;;;;;
29:07:02;29:07:02;Exp60;WW_R1;Sorghum;Exp60_105_IS14259;Exp60_105_IS14259;1;Exp60_105_IS14259_WW_R1;20/10/2023 14:15;43596.1;;;;;;;;;;;;;;;;;
29:08:01;29:08:01;Exp60;WW_R1;Sorghum;Exp60_141_IS18879;Exp60_141_IS18879;1;Exp60_141_IS18879_WW_R1;20/10/2023 14:15;57082;;;;;;;;;;;;;;;;;
29:08:02;29:08:02;Exp60;WW_R1;Sorghum;Exp60_278_IS31123;Exp60_278_IS31123;1;Exp60_278_IS31123_WW_R1;20/10/2023 14:15;28346.8;;;;;;;;;;;;;;;;;
29:09:01;29:09:01;Exp60;WW_R1;Sorghum;Exp60_223_IS24786;Exp60_223_IS24786;1;Exp60_223_IS24786_WW_R1;20/10/2023 14:15;248.17;;;;;;;;;;;;;;;;;
29:09:02;29:09:02;Exp60;WW_R1;Sorghum;Exp60_50_IS5720;Exp60_50_IS5720;1;Exp60_50_IS5720_WW_R1;20/10/2023 14:15;50810.2;;;;;;;;;;;;;;;;;
29:10:01;29:10:01;Exp60;WW_R1;Sorghum;Exp60_108_IS14317;Exp60_108_IS14317;1;Exp60_108_IS14317_WW_R1;20/10/2023 14:15;29075.3;;;;;;;;;;;;;;;;;
29:10:02;29:10:02;Exp60;WW_R1;Sorghum;Exp60_143_IS18922;Exp60_143_IS18922;1;Exp60_143_IS18922_WW_R1;20/10/2023 14:15;36678.4;;;;;;;;;;;;;;;;;
29:11:01;29:11:01;Exp60;WW_R1;Sorghum;Exp60_293_IS32569;Exp60_293_IS32569;1;Exp60_293_IS32569_WW_R1;20/10/2023 14:15;56697.1;;;;;;;;;;;;;;;;;
29:11:02;29:11:02;Exp60;WW_R1;Sorghum;Exp60_156_IS20097;Exp60_156_IS20097;1;Exp60_156_IS20097_WW_R1;20/10/2023 14:15;35558.5;;;;;;;;;;;;;;;;;
29:12:01;29:12:01;Exp60;WW_R1;Sorghum;Exp60_131_IS16545;Exp60_131_IS16545;1;Exp60_131_IS16545_WW_R1;20/10/2023 14:15;91927.1;;;;;;;;;;;;;;;;;
29:12:02;29:12:02;Exp60;WW_R1;Sorghum;Exp60_241_IS27164;Exp60_241_IS27164;1;Exp60_241_IS27164_WW_R1;20/10/2023 14:15;40696.5;;;;;;;;;;;;;;;;;
30:01:01;30:01:01;Exp60;WW_R1;Sorghum;Exp60_257_IS29569;Exp60_257_IS29569;1;Exp60_257_IS29569_WW_R1;20/10/2023 14:16;57226.6;;;;;;;;;;;;;;;;;
30:01:02;30:01:02;Exp60;WW_R1;Sorghum;Exp60_217_IS23992;Exp60_217_IS23992;1;Exp60_217_IS23992_WW_R1;20/10/2023 14:16;40549.5;;;;;;;;;;;;;;;;;
30:02:01;30:02:01;Exp60;WW_R1;Sorghum;Exp60_207_IS23254;Exp60_207_IS23254;1;Exp60_207_IS23254_WW_R1;20/10/2023 14:16;59705.4;;;;;;;;;;;;;;;;;
30:02:02;30:02:02;Exp60;WW_R1;Sorghum;Exp60_119_IS14963;Exp60_119_IS14963;1;Exp60_119_IS14963_WW_R1;20/10/2023 14:16;28744.2;;;;;;;;;;;;;;;;;
30:03:01;30:03:01;Exp60;WW_R1;Sorghum;Exp60_42_IS4112;Exp60_42_IS4112;1;Exp60_42_IS4112_WW_R1;20/10/2023 14:16;72153.4;;;;;;;;;;;;;;;;;
30:03:02;30:03:02;Exp60;WW_R1;Sorghum;Exp60_274_IS30503;Exp60_274_IS30503;1;Exp60_274_IS30503_WW_R1;20/10/2023 14:16;23868;;;;;;;;;;;;;;;;;
30:04:01;30:04:01;Exp60;WW_R1;Sorghum;Exp60_49_IS5622;Exp60_49_IS5622;1;Exp60_49_IS5622_WW_R1;20/10/2023 14:16;43841.5;;;;;;;;;;;;;;;;;
30:04:02;30:04:02;Exp60;WW_R1;Sorghum;Exp60_201_IS23048;Exp60_201_IS23048;1;Exp60_201_IS23048_WW_R1;20/10/2023 14:16;21483.6;;;;;;;;;;;;;;;;;
30:05:01;30:05:01;Exp60;WW_R2;Sorghum;Exp60_109_IS14331;Exp60_109_IS14331;2;Exp60_109_IS14331_WW_R2;20/10/2023 14:16;72098.6;;;;;;;;;;;;;;;;;
30:05:02;30:05:02;Exp60;WW_R2;Sorghum;Exp60_213_IS23777;Exp60_213_IS23777;2;Exp60_213_IS23777_WW_R2;20/10/2023 14:16;47883.9;;;;;;;;;;;;;;;;;
30:06:01;30:06:01;Exp60;WW_R2;Sorghum;Exp60_184_IS21991;Exp60_184_IS21991;2;Exp60_184_IS21991_WW_R2;20/10/2023 14:16;78194;;;;;;;;;;;;;;;;;
30:06:02;30:06:02;Exp60;WW_R2;Sorghum;Exp60_8_IS2156;Exp60_8_IS2156;2;Exp60_8_IS2156_WW_R2;20/10/2023 14:16;45003.4;;;;;;;;;;;;;;;;;
30:07:01;30:07:01;Exp60;WW_R2;Sorghum;Exp60_82_IS10801;Exp60_82_IS10801;2;Exp60_82_IS10801_WW_R2;20/10/2023 14:16;33938.3;;;;;;;;;;;;;;;;;
30:07:02;30:07:02;Exp60;WW_R2;Sorghum;Exp60_129_IS16186;Exp60_129_IS16186;2;Exp60_129_IS16186_WW_R2;20/10/2023 14:16;93.14;;;;;;;;;;;;;;;;;
30:08:01;30:08:01;Exp60;WW_R2;Sorghum;Exp60_295_IS33173;Exp60_295_IS33173;2;Exp60_295_IS33173_WW_R2;20/10/2023 14:16;3478.32;;;;;;;;;;;;;;;;;
30:08:02;30:08:02;Exp60;WW_R2;Sorghum;Exp60_31_IS3511;Exp60_31_IS3511;2;Exp60_31_IS3511_WW_R2;20/10/2023 14:16;61330.7;;;;;;;;;;;;;;;;;
30:09:01;30:09:01;Exp60;WW_R2;Sorghum;Exp60_39_IS3971;Exp60_39_IS3971;2;Exp60_39_IS3971_WW_R2;20/10/2023 14:16;30010.3;;;;;;;;;;;;;;;;;
30:09:02;30:09:02;Exp60;WW_R2;Sorghum;Exp60_299_IS33353;Exp60_299_IS33353;2;Exp60_299_IS33353_WW_R2;20/10/2023 14:16;40739.3;;;;;;;;;;;;;;;;;
30:10:01;30:10:01;Exp60;WW_R2;Sorghum;Exp60_312_SSM1592;Exp60_312_SSM1592;2;Exp60_312_SSM1592_WW_R2;20/10/2023 14:16;3218.17;;;;;;;;;;;;;;;;;
30:10:02;30:10:02;Exp60;WW_R2;Sorghum;Exp60_285_IS31681;Exp60_285_IS31681;2;Exp60_285_IS31681_WW_R2;20/10/2023 14:16;49064.2;;;;;;;;;;;;;;;;;
30:11:01;30:11:01;Exp60;WW_R2;Sorghum;Exp60_225_IS24940;Exp60_225_IS24940;2;Exp60_225_IS24940_WW_R2;20/10/2023 14:16;71119.8;;;;;;;;;;;;;;;;;
30:11:02;30:11:02;Exp60;WW_R2;Sorghum;Exp60_119_IS14963;Exp60_119_IS14963;2;Exp60_119_IS14963_WW_R2;20/10/2023 14:16;54627.6;;;;;;;;;;;;;;;;;
